game_id,title,release_year,n_interactions
270170,Depression Quest,2014.0,1097
324810,TOXIKK™,2016.0,1095
447530,VA-11 Hall-A: Cyberpunk Bartender Action,2016.0,1090
286100,You Have to Win the Game,2012.0,1080
10090,Call of Duty: World at War,2008.0,1070
442080,Riders of Icarus,2016.0,1067
300080,Total War Battles: KINGDOM,2016.0,1063
248860,NEO Scavenger,2014.0,1045
17300,Crysis,2007.0,1038
424840,Little Nightmares,2017.0,1034
364470,The Elder Scrolls®: Legends™,2017.0,1026
293780,Crawl,2017.0,1018
26800,Braid,2009.0,1016
210970,The Witness,2016.0,1016
487120,Citadel: Forged with Fire,2017.0,989
219830,King Arthur's Gold,2013.0,987
212160,Vindictus,2012.0,985
55100,Homefront,2011.0,983
261180,Lethal League,2014.0,978
98800,Dungeons of Dredmor,2011.0,971
221640,Super Hexagon,2012.0,970
266210,One Way Heroics,2014.0,953
248310,Freedom Planet,2014.0,953
236450,PAC-MAN™ Championship Edition DX+,2013.0,949
255220,GRID Autosport,2014.0,939
102600,Orcs Must Die!,2011.0,928
234330,Marvel Puzzle Quest,2013.0,924
418370,RESIDENT EVIL 7 biohazard / BIOHAZARD 7 resident evil,2017.0,921
346940,Shadowrun: Hong Kong - Extended Edition,2015.0,896
252610,Death Road to Canada,2016.0,896
96100,Defy Gravity Extended,2016.0,894
47400,Stronghold 3 Gold,2012.0,889
24780,SimCity™ 4 Deluxe Edition,2003.0,876
49600,Beat Hazard,2010.0,875
368360,60 Seconds!,2015.0,871
380,Half-Life 2: Episode One,2006.0,869
244770,StarMade,2014.0,866
433950,Bit Blaster XL,2016.0,864
206500,AirMech Strike,2012.0,854
238260,Pinball Arcade,2013.0,852
250620,Among the Sleep - Enhanced Edition,2017.0,842
4570,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",2006.0,829
301910,Saints Row: Gat out of Hell,2015.0,828
413410,Danganronpa: Trigger Happy Havoc,2016.0,826
253110,The Cat Lady,2012.0,826
225600,Blade Symphony,2014.0,819
496300,Kingdom: New Lands,2016.0,816
23310,The Last Remnant™,2009.0,807
365670,Blender,2015.0,805
537180,Digimon Masters Online,2016.0,790
311730,DEAD OR ALIVE 5 Last Round: Core Fighters,2015.0,775
245550,Free to Play,2014.0,772
41500,Torchlight,2009.0,770
329110,Gems of War - Puzzle RPG,2014.0,768
377840,FINAL FANTASY IX,2016.0,767
387860,the static speaks my name,2015.0,755
529110,Awkward Dimensions Redux,2016.0,744
428550,Momodora: Reverie Under The Moonlight,2016.0,743
320,Half-Life 2: Deathmatch,2004.0,741
262280,Dungeons 2,2015.0,736
230070,The Age of Decadence,2015.0,732
263060,Blockstorm,2015.0,731
460920,Steep™,2016.0,725
243120,Betrayer,2014.0,720
446020,Jalopy,2016.0,717
218410,Defender's Quest: Valley of the Forgotten (DX edition),2012.0,713
384300,CPUCores :: Maximize Your FPS,2015.0,709
242570,Space Hulk,2013.0,708
22100,Mount &amp; Blade,2008.0,695
429570,The Walking Dead: Michonne - A Telltale Miniseries,2016.0,694
335330,Brick-Force,2012.0,686
597220,West of Loathing,2017.0,672
208650,Batman™: Arkham Knight,2015.0,662
361280,Turmoil,2016.0,656
448510,Overcooked,2016.0,651
261760,Lichdom: Battlemage,2014.0,649
367120,Seduce Me the Otome,2015.0,646
209870,Blacklight: Retribution,2012.0,642
362620,Software Inc.,2015.0,642
205910,Tiny and Big: Grandpa's Leftovers,2012.0,640
251170,Damned,2014.0,635
203160,Tomb Raider,2013.0,629
15120,Tom Clancy's Rainbow Six® Vegas 2,2008.0,620
65790,ARMA: Cold War Assault,2011.0,618
486310,Meadow,2016.0,608
285330,RollerCoaster Tycoon® 2: Triple Thrill Pack,2002.0,604
542310,Escape the Game,2016.0,596
45740,Dead Rising® 2,2010.0,584
6030,STAR WARS™ Jedi Knight II - Jedi Outcast™,2003.0,582
9010,Return to Castle Wolfenstein,2001.0,576
244710,Shelter,2013.0,576
202750,Alan Wake's American Nightmare,2012.0,564
375950,Viridi,2015.0,563
221540,DG2: Defense Grid 2,2014.0,556
231740,Knights of Pen and Paper +1 Edition,2013.0,554
206480,Dungeons &amp; Dragons Online®,2012.0,553
418070,Turbo Pug,2015.0,551
454650,DRAGON BALL XENOVERSE 2,2016.0,549
568770,Cinderella Phenomenon - Otome/Visual Novel,2017.0,539
423230,Furi,2016.0,536
227160,Kinetic Void,2014.0,534
270450,Robot Roller-Derby Disco Dodgeball,2015.0,527
552990,World of Warships,2017.0,526
247240,Volgarr the Viking,2013.0,518
259550,Hero of the Kingdom,2012.0,515
378720,Thea: The Awakening,2015.0,513
250500,Super Amazing Wagon Adventure,2013.0,510
261110,Killer is Dead - Nightmare Edition,2014.0,505
244630,NEOTOKYO,2014.0,495
541210,Cold Waters,2017.0,494
412450,The Black Death,2016.0,487
332570,Amazing Frog?,2014.0,484
340170,FINAL FANTASY TYPE-0™ HD,2015.0,471
204240,The Bridge,2013.0,464
412880,Drift Streets Japan,2015.0,463
530070,Train Sim World®: CSX Heavy Haul,2017.0,461
205890,Chronicle: RuneScape Legends,2016.0,455
2630,Call of Duty® 2,2005.0,454
244030,Take On Mars,2017.0,445
327860,Salt,2014.0,442
40390,Risen 2: Dark Waters,2012.0,437
552590,The Sexy Brutale,2017.0,437
323220,Vagante,2014.0,435
512470,The Pirate: Caribbean Hunt,2016.0,433
313010,Cities XXL,2015.0,430
7830,Men of War™,2009.0,429
209540,Strike Suit Zero,2013.0,427
530620,Resident Evil 7 / Biohazard 7 Teaser: Beginning Hour,2016.0,426
373180,Kung Fury: Street Rage,2015.0,420
434650,Lost Castle,2016.0,413
495910,Dungeon Fighter Online,2016.0,412
211260,They Bleed Pixels,2012.0,412
8800,Civilization IV: Beyond the Sword,2007.0,408
22600,Worms Reloaded,2010.0,407
480650,Yu-Gi-Oh! Legacy of the Duelist,2016.0,406
269050,Year Walk,2014.0,406
379980,Panzermadels: Tank Dating Simulator,2016.0,405
340150,Basement,2015.0,402
422810,River City Ransom: Underground,2017.0,401
614570,Dishonored®: Death of the Outsider™,2017.0,400
263540,Villagers and Heroes,2014.0,399
453480,Shadowverse CCG,2016.0,396
218060,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,2013.0,395
274270,NOT A HERO,2015.0,395
577800,NBA 2K18,2017.0,394
233700,Sword of the Stars: The Pit,,392
268400,Panzer Corps,2011.0,392
215160,The Book of Unwritten Tales,2012.0,390
316790,Grim Fandango Remastered,2015.0,388
207350,Ys Origin,2012.0,388
6370,Bloodline Champions,2011.0,388
17710,Nuclear Dawn,2011.0,385
13570,Tom Clancy's Splinter Cell Chaos Theory®,2005.0,383
234650,Shadowrun Returns,2013.0,383
272600,Detective Grimoire,2014.0,380
269030,The Yawhg,2013.0,379
347830,Fairy Fencer F,2015.0,379
252350,Double Dragon: Neon,2014.0,378
416130,Written in the Sky,2015.0,378
345650,Without Within,2015.0,377
39500,Gothic® 3,2006.0,373
249130,LEGO® Marvel™ Super Heroes,2013.0,373
409510,Genesis Online,2015.0,372
568570,Force of Nature,2016.0,372
35130,Lara Croft and the Guardian of Light,2010.0,371
506140,Shop Heroes,2016.0,356
344850,Big Pharma,2015.0,354
60,Ricochet,2000.0,348
227080,Papo &amp; Yo,2013.0,345
24840,Medal of Honor: Airborne,2007.0,343
214360,Tower Wars,2012.0,343
220160,Trials Evolution: Gold Edition,2013.0,341
452060,Caveblazers,2017.0,341
438640,LEGO® STAR WARS™: The Force Awakens,2016.0,340
363440,Mega Man Legacy Collection / ロックマン クラシックス コレクション,2015.0,339
418180,Tempest: Pirate Action RPG,2016.0,338
393530,Insanity Clicker,2016.0,338
234390,Teleglitch: Die More Edition,2013.0,336
427190,DEAD RISING®,2016.0,335
254700,resident evil 4 / biohazard 4,2014.0,332
351710,Hyperdimension Neptunia Re;Birth2: Sisters Generation / 超次次元ゲイム ネプテューヌRe;Birth2,2015.0,331
465520,PRICE,2016.0,330
40400,AI War: Fleet Command,2009.0,329
293220,H-Hour: World's Elite,2015.0,328
21130,LEGO Harry Potter: Years 1-4,2010.0,327
350080,Wolfenstein: The Old Blood,2015.0,326
253650,Sparkle 2 Evo,2011.0,326
328760,SanctuaryRPG: Black Edition,2015.0,324
493840,Marvel vs. Capcom: Infinite,2017.0,324
282400,SuperPower 2 Steam Edition,2004.0,317
233230,Kairo,2013.0,316
239800,Bleed,2013.0,314
627270,Injustice™ 2,2017.0,313
646570,Slay the Spire,2017.0,313
2620,Call of Duty®,2003.0,310
91200,Anomaly: Warzone Earth,2011.0,304
205710,Everquest ®,2012.0,302
357480,Frozen Free Fall: Snowball Fight,2015.0,301
249590,Teslagrad,2013.0,300
408120,Cibele,2015.0,299
246760,Legends of Eisenwald,2015.0,299
439190,Stories: The Path of Destinies,2016.0,298
13520,Far Cry®,2004.0,298
580200,Yonder: The Cloud Catcher Chronicles,2017.0,298
431180,WolfQuest,2015.0,293
6310,The Longest Journey,2000.0,293
327640,CaesarIA,2015.0,292
22380,Fallout: New Vegas,2010.0,290
94200,Jamestown,2011.0,288
107300,Breath of Death VII,2011.0,286
282590,Star Ruler 2,2015.0,284
280520,Crea,2016.0,283
332500,GRAV,2015.0,283
94300,The Dream Machine: Chapter 1 &amp; 2,2012.0,279
559210,Rakuen,2017.0,279
386620,"Cook, Serve, Delicious! 2!!",2017.0,277
465650,Out of the Park Baseball 18,2017.0,273
480430,Hide and Shriek,2016.0,271
223810,Ys I &amp; II Chronicles+,2013.0,269
22120,Penumbra: Black Plague Gold Edition,2009.0,266
107800,Rochard,2011.0,265
283290,Nosferatu: The Wrath of Malachi,2003.0,264
385710,INK,2015.0,263
8600,RACE 07,2007.0,260
410340,Liftoff,2015.0,259
341310,Greyfox RPG,2015.0,255
223410,Perpetuum,2014.0,253
12360,FlatOut: Ultimate Carnage,2008.0,251
217920,Alien Rage - Unlimited,2013.0,250
420740,The Deed,2015.0,250
10220,Postal III,2011.0,246
343860,Tacoma,2017.0,244
353380,Steam Link,2015.0,243
259530,Savant - Ascent,2013.0,243
252950,Rocket League®,2015.0,242
488440,Angeldust,2016.0,240
265970,Worlds of Magic,2015.0,240
12830,Operation Flashpoint: Dragon Rising,2009.0,240
45700,Devil May Cry 4,2008.0,240
307580,Technobabylon,,240
41900,The Bard's Tale,2005.0,238
97330,Magic: The Gathering - Duels of the Planeswalkers 2013,2012.0,238
218090,Unity of Command: Stalingrad Campaign,2012.0,238
282760,Circuits,2014.0,237
546390,Brief Karate Foolish,2016.0,235
217750,Age of Conan: Unchained,2013.0,235
202530,Sonic the Hedgehog 4 - Episode I,2012.0,235
6120,Shank,2010.0,235
570840,家有大貓 Nekojishi,2017.0,235
321840,Rising Angels: Reborn,2013.0,232
214830,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,2012.0,230
219910,Edna &amp; Harvey: Harvey's New Eyes,2012.0,230
461840,Zenge,2016.0,230
473770,BallisticNG,2016.0,230
12130,Manhunt,2004.0,229
262960,Castle In The Darkness,2015.0,229
395520,Missing Translation,2015.0,229
322210,"Guns, Gore &amp; Cannoli",2015.0,227
200910,Before the Echo,2011.0,224
545650,High Profits,2017.0,221
222520,Champions of Regnum,2013.0,220
321800,Icewind Dale: Enhanced Edition,2014.0,220
235210,STRIDER™ / ストライダー飛竜®,2014.0,217
353700,The Deadly Tower of Monsters,2016.0,213
593880,Street Fighter V CFN Beta,2017.0,213
6800,Commandos: Behind Enemy Lines,1998.0,211
386590,Novus Inceptio,2015.0,211
266110,Tower of Guns,2014.0,210
314000,Pool Nation FX Lite,2015.0,210
410850,DRAGON QUEST HEROES™ Slime Edition,2015.0,209
38700,Toki Tori,2010.0,208
245390,"I Have No Mouth, and I Must Scream",1996.0,207
229480,Dungeons &amp; Dragons: Chronicles of Mystara,2013.0,205
216260,Don Bradman Cricket 14,2014.0,205
444250,Crown and Council,2017.0,204
294140,They Breathe,2014.0,204
230860,Cannon Brawl,2014.0,203
24720,SPORE™ Galactic Adventures,2009.0,202
269310,Infectonator: Survivors,2016.0,202
262790,Our Darker Purpose,2014.0,201
587650,Half-Life 2: DownFall,2017.0,198
416210,Block'hood,2017.0,197
340810,Deepworld,2015.0,196
504050,Planet Nomads,2017.0,195
377530,侠客风云传(Tale of Wuxia),2016.0,195
7610,Railroad Tycoon 3,2003.0,194
289690,LARA CROFT AND THE TEMPLE OF OSIRIS™,2014.0,193
428750,Neon Chrome,2016.0,192
21980,Call of Juarez®: Bound in Blood,2009.0,192
236130,Horizon,2014.0,192
335430,Grimoire: Manastorm,2017.0,191
271570,Space Farmers,2014.0,190
521200,Epic Battle Fantasy 3,2010.0,187
585550,FEMINAZI: The Triggering,2017.0,186
262390,Cloudbuilt,2014.0,185
263020,STARWHAL,2014.0,183
650670,Grimoire : Heralds of the Winged Exemplar,2017.0,183
105000,A New Beginning - Final Cut,2012.0,182
384740,CAT Interstellar,2017.0,180
645790,Home Wars,2017.0,179
222640,Aarklash: Legacy,2013.0,178
230700,La-Mulana,2013.0,177
2500,Shadowgrounds,2006.0,177
514900,&gt;observer_,2017.0,176
289520,King's Bounty: Dark Side,2014.0,175
245450,Wizardry 8,2001.0,174
283960,Pajama Sam: No Need to Hide When It's Dark Outside,1996.0,174
313240,Wilson Chronicles,2016.0,174
272890,Vertiginous Golf,2014.0,173
244590,Epigenesis,2014.0,172
426000,HunieCam Studio,2016.0,172
381020,Sky Rogue,2017.0,171
293520,Carnivores: Dinosaur Hunter Reborn,2015.0,171
318100,AXYOS,2014.0,171
354500,PAYDAY: The Web Series,2015.0,170
477770,Ride 2,2016.0,169
253530,Fortress Forever,2007.0,169
360730,Cards and Castles,2015.0,169
483980,Mad Father,2016.0,169
22610,Alien Breed: Impact,2010.0,167
336670,HIT,2015.0,165
225360,DARK,2013.0,163
509220,Save Jesus,2016.0,163
258050,Survivor Squad,2013.0,162
279140,Making History: The Great War,2015.0,162
231040,Beatbuddy: Tale of the Guardians,2013.0,162
42890,Sword of the Stars: Complete Collection,2008.0,161
374670,Ember Strike,2016.0,161
461620,Predynastic Egypt,2016.0,160
63000,HOARD,2011.0,160
305940,Project AURA,2015.0,159
284850,Grim Legends: The Forsaken Bride,2014.0,159
413850,CS:GO Player Profiles,2015.0,159
238910,Bionic Dues,2013.0,156
6010,Indiana Jones® and the Fate of Atlantis™,1992.0,154
544550,Stationeers,2017.0,154
689090,Microtransaction Simulator,2017.0,151
398100,Highschool Romance,2015.0,151
319830,AX:EL - Air XenoDawn,2015.0,151
615610,Orbt XL,2017.0,151
356050,Beyond Eyes,2015.0,149
591370,Production Line,2017.0,149
270270,Frozen State,2016.0,149
621830,WRC 7 FIA World Rally Championship,2017.0,149
314010,Boid,2016.0,149
351910,Valhalla Hills,2015.0,147
588950,Kingsway,2017.0,146
207430,"Hack, Slash, Loot",2012.0,145
314830,Blackguards 2,2015.0,145
252130,Divide By Sheep,2015.0,145
409450,The Fall of the Dungeon Guardians - Enhanced Edition,2015.0,144
574050,DRAGON QUEST HEROES™ II,2017.0,144
9310,"Warhammer® 40,000: Dawn of War® – Winter Assault",2006.0,144
15740,Oddworld: Munch's Oddysee,2010.0,143
203350,King's Bounty: Warriors of the North,2012.0,143
12500,PuzzleQuest: Challenge of the Warlords,2007.0,141
242840,In Verbis Virtus,2015.0,141
7860,NecroVision,2009.0,140
344770,fault - milestone two side:above,2015.0,140
407810,Hard Reset Redux,2016.0,138
250700,Super Time Force Ultra,2014.0,137
238870,Citadels,2013.0,137
15190,Brothers in Arms: Road to Hill 30™,2005.0,137
311190,Super Panda Adventures,2014.0,137
434250,Masked Shooters 2,2016.0,137
35460,The Ball,2010.0,136
317620,Space Hulk Ascension,2014.0,135
280360,Interstellaria,2015.0,135
295710,Darkwind: War on Wheels,2014.0,134
1640,Disciples II: Gallean's Return,2006.0,134
11240,Space Trader: Merchant Marine,2008.0,134
22450,Hunted: The Demon’s Forge™,2011.0,134
578330,LEGO City Undercover,2017.0,133
365070,One Manga Day,2014.0,133
255390,Max: The Curse of Brotherhood,2014.0,133
609150,STAR OCEAN™ - THE LAST HOPE -™ 4K &amp; Full HD Remaster,2017.0,132
73010,Cities in Motion,2011.0,132
403950,Conquest of Elysium 4,2015.0,131
458960,Winning Putt: Golf Online,2016.0,131
202270,Leviathan: Warships,2013.0,130
2450,Bloody Good Time,2010.0,130
315840,Catacomb Kids,2015.0,129
410820,Starward Rogue,2016.0,128
46510,Syberia II,2004.0,128
351940,The Descendant,2016.0,128
351490,Intergalactic Bubbles,2015.0,127
340000,Headlander,2016.0,127
284870,9 Clues: The Secret of Serpent Creek,2013.0,127
40380,nail'd,2010.0,127
248330,Dino Run DX,2015.0,125
411370,Melty Blood Actress Again Current Code,2016.0,125
215120,ROSE Online,2012.0,125
47000,4 Elements,2008.0,125
252910,Skyscraper Simulator,2010.0,123
331480,Pinstripe,2017.0,123
267610,Woodcutter Simulator 2013,2013.0,122
46560,Robin Hood: The Legend of Sherwood,2002.0,122
233190,Final Exam,2013.0,122
214590,Fairy Bloom Freesia,2012.0,120
365170,Ogrest,2015.0,120
285500,Hard Truck Apocalypse / Ex Machina,2005.0,120
210950,Rune Classic,2001.0,120
1500,Darwinia,2005.0,120
11280,Penguins Arena: Sedna's World,2008.0,120
383790,The Ship: Remasted,2016.0,120
33420,Call of Juarez®: The Cartel,2011.0,120
65730,Take On Helicopters,2011.0,119
317510,Beyond Gravity,2014.0,119
94590,Puzzle Agent 2,2011.0,118
46770,Making History II: The War of the World,2010.0,118
580040,Formata,2017.0,118
401810,Poi,2017.0,117
318310,Choice of the Deathless,2013.0,117
369110,The Swindle,2015.0,116
403690,Codename: Rogue Fleet,2016.0,116
489140,Mr. Shifty,2017.0,116
552110,Puzzle Pirates: Dark Seas,2017.0,115
251270,Corpse Party,2016.0,115
399640,Flamebreak,2016.0,115
234160,Strike Suit Infinity,2013.0,115
219190,Ultratron,2013.0,115
340270,TIMEframe,2015.0,115
252370,The Shivah,2013.0,114
433000,Lost Lands: The Golden Curse,2016.0,113
230980,Starseed Pilgrim,2013.0,113
253050,Camtasia - Subscription,2015.0,113
398170,Evochron Legacy,2016.0,112
412310,Labyrinth,2016.0,112
355950,Age of Empires II HD: The African Kingdoms,2015.0,112
295850,Vlad the Impaler,2014.0,111
242960,Blood Omen 2: Legacy of Kain,2002.0,111
391280,Epic Manager - Create Your Own Adventuring Agency!,2016.0,111
287290,Resident Evil Revelations 2 / Biohazard Revelations 2,2015.0,110
251710,Chainsaw Warrior,2013.0,110
429720,IMSCARED,2016.0,110
427470,Democracy 3 Africa,2016.0,110
223330,Sea Dogs: To Each His Own - Pirate Open World RPG,,110
440880,The Count Lucanor,2016.0,110
355250,STAR WARS™: TIE Fighter Special Edition,1994.0,109
537110,Angels of Death,2016.0,109
633130,Nongünz,2017.0,109
355530,Last Word,2015.0,108
363130,Toukiden: Kiwami,2015.0,108
616220,Hide vs. Seek,2017.0,108
463060,Clover Tale,2016.0,108
248470,Doorways: Prelude,2013.0,108
92100,DETOUR,2011.0,107
417990,Major\Minor,,106
301190,Frederic: Resurrection of Music,2014.0,105
472680,Elisa: The Innkeeper - Prequel,2016.0,105
409690,Pink Heaven,2015.0,105
247870,Redshirt,2013.0,105
216110,Tiny Troopers,2012.0,104
328060,Tales Runner,2015.0,104
201420,Toki Tori 2+,2013.0,103
394740,Battleline: Steel Warfare,2016.0,102
340350,Quintet,2013.0,102
11200,Shadowgrounds Survivor,2007.0,102
262550,Gunman Clive,2014.0,101
38720,RUSH,2010.0,101
390290,Bulb Boy,2015.0,101
543260,Wonder Boy: The Dragon's Trap,2017.0,101
464360,3030 Deathwar Redux,2017.0,100
295250,Stranded,2014.0,99
394120,Atom Universe,2017.0,99
263740,FootLOL: Epic Fail League,2013.0,98
480640,Pathfinder Adventures,2017.0,98
420,Half-Life 2: Episode Two,2007.0,98
411970,TY the Tasmanian Tiger 2,2017.0,98
269710,Tumblestone,2016.0,98
340340,Domestic Dog,2014.0,98
256030,Shadows: Heretic Kingdoms,2014.0,98
384110,Pathologic Classic HD,2015.0,97
33570,Patrician III,2010.0,96
3483,Peggle Extreme,2007.0,96
360380,Tiny Bridge: Ratventure,2015.0,95
568220,Lobotomy Corporation | Monster Management Simulation,2016.0,95
512300,Unbox: Newbie's Adventure,2016.0,95
33520,Tropico Reloaded,2009.0,95
356370,Soccer Manager 2015,2015.0,94
237950,UFO: Afterlight,2007.0,94
258880,Professional Farmer 2014,2013.0,94
355060,Sébastien Loeb Rally EVO,2016.0,94
25990,Majesty Gold HD,2001.0,94
11330,Obulis,2009.0,93
48950,Greed Corp,2010.0,93
414190,Junk Jack,2016.0,93
277870,Diehard Dungeon,2012.0,92
402120,Deathstate: Abyssal Edition,2015.0,92
431500,Clash of the Monsters,2016.0,92
605610,Dawn,2017.0,91
260130,Agarest: Generations of War Zero,2014.0,91
273570,Descent,1995.0,91
357900,Make it indie!,2015.0,91
339120,Fork Parker's Holiday Profit Hike,2014.0,91
391780,Uebergame,2014.0,91
413110,Hero's Song™,2016.0,90
259390,Ballpoint Universe - Infinite,2013.0,89
596650,Tap Adventure: Time Travel,2017.0,89
288040,Actual Sunlight,2014.0,89
222440,THE KING OF FIGHTERS 2002 UNLIMITED MATCH,2015.0,88
448780,Sixtieth Kilometer,2016.0,87
13540,Tom Clancy's Rainbow Six® Vegas,2006.0,87
399070,Dragon's Wake,2015.0,86
397150,Stellar Overload,2016.0,86
22650,Alien Breed 2: Assault,2010.0,85
503620,Fictorum,2017.0,85
328940,The Deer God,2015.0,85
469730,Super Mega Neo Pug,2016.0,85
740470,Echoed World,2017.0,85
580150,Xbird,2017.0,85
3980,CivCity: Rome,2006.0,84
297760,Qvadriga,2014.0,84
485310,Head Shot,2016.0,83
346420,The Spatials,2015.0,83
464700,Maui,2016.0,83
22130,Hearts of Iron 2 Complete,2006.0,83
327680,Grind Zones,2016.0,83
63700,BIT.TRIP BEAT,2010.0,83
591380,Bomb Squad Academy,2017.0,82
670900,NASCAR Heat 2,2017.0,82
358460,Talisman: The Horus Heresy,2016.0,82
330460,Celestial Command,2014.0,82
564530,Pharaoh + Cleopatra,1999.0,82
3540,Peggle™ Nights,2008.0,82
1630,Disciples II: Rise of the Elves,2006.0,81
290000,DubWars,2016.0,81
463210,State of Anarchy,2016.0,81
362090,Siralim,2015.0,81
402040,The Guest,2016.0,80
384030,Florensia,2016.0,80
215790,Dream Pinball 3D,2012.0,80
529440,Behold the Kickmen,2017.0,80
251390,Call of Cthulhu: The Wasted Land,2012.0,80
299340,Habitat,2016.0,79
305840,Shallow Space,2015.0,79
345370,TyranoBuilder Visual Novel Studio,2015.0,79
12330,Darkstar One,2006.0,79
6080,Thrillville®: Off the Rails™,2007.0,79
445230,Lost girl`s [diary],2016.0,79
440730,Survival Zombies The Inverted Evolution,2017.0,79
259720,Fading Hearts,2009.0,79
329460,JumpJet Rex,2015.0,78
504130,Manual Samuel,2016.0,78
325790,Fallen: A2P Protocol,2015.0,77
214550,Eets Munchies,2014.0,77
368590,Albert and Otto,2015.0,77
322900,"War, the Game",2015.0,77
442210,Switchcars,2016.0,77
560170,STAR WARS™ SHADOWS OF THE EMPIRE™,1997.0,77
361670,STAR WARS™ - X-Wing Alliance™,1999.0,77
207530,Noitu Love 2: Devolution,2012.0,76
277490,Battle Group 2,2014.0,76
404530,Voxel Turf,2017.0,76
373970,Letter Quest: Grimm's Journey Remastered,2015.0,76
19200,Tank Universal,2008.0,76
264280,99 Levels To Hell,2014.0,76
369000,Pongo,2015.0,76
306410,Crystals of Time,2014.0,74
645260,Trophy Fishing 2,2017.0,74
396640,TowerClimb,2015.0,74
63800,Delve Deeper,2010.0,74
293660,TRI: Of Friendship and Madness,2014.0,74
431540,Frosty Kiss,2015.0,74
351920,Crazy Machines 3,2016.0,72
46410,Avencast: Rise of the Mage,2010.0,72
317790,Rexaura,2014.0,72
686680,Computer Tycoon,2017.0,72
90200,Farming Simulator 2011,2010.0,72
