game_id,num_interactions,publisher,genres,title,release_date,tags,price,specs,developer
2570,20,,"['Indie', 'RPG']",Vigil: Blood Bitterness™,2007-06-29,"['Indie', 'RPG', 'Puzzle', 'Singleplayer']",,['Single-player'],Freegamer
2600,1665,Activision,['Action'],Vampire: The Masquerade - Bloodlines,2004-11-16,"['RPG', 'Vampire', 'Cult Classic', 'Singleplayer', 'Action', 'Supernatural', 'Horror', 'Dark', 'Classic', 'Atmospheric', 'Action RPG', 'Story Rich', 'Great Soundtrack', 'Female Protagonist', 'First-Person', 'Gothic', 'Stealth', 'Third Person', 'Adventure', 'FPS']",19.99,['Single-player'],Troika Games
2620,310,Activision,['Action'],Call of Duty®,2003-10-29,"['FPS', 'Action', 'World War II', 'Classic', 'Shooter', 'Multiplayer', 'Singleplayer', 'War', 'First-Person', 'Military', 'Historical', 'Atmospheric', 'Linear', 'America', 'Story Rich', 'Zombies']",19.99,"['Single-player', 'Multi-player']",Infinity Ward
2630,454,"Activision, Aspyr (Mac)",['Action'],Call of Duty® 2,2005-10-25,"['Action', 'FPS', 'World War II', 'Multiplayer', 'Singleplayer', 'Shooter', 'Classic', 'War', 'Historical', 'First-Person', 'Atmospheric', 'Co-op', 'Military', 'Story Rich', 'Zombies', 'Strategy', 'Adventure']",19.99,"['Single-player', 'Multi-player']","Infinity Ward,Aspyr (Mac)"
2800,69,Egosoft,['Strategy'],X2: The Threat,2003-12-03,"['Space', 'Strategy', 'Simulation', 'Sci-fi', 'Open World', 'Space Sim', 'Sandbox', 'Singleplayer', 'Trading', 'Economy', 'Action']",4.99,"['Single-player', 'Captions available', 'Steam Cloud']",Egosoft
2840,48,Egosoft,"['Simulation', 'Strategy']",X: Beyond the Frontier,1999-07-01,"['Simulation', 'Space', 'Strategy', 'Sci-fi', 'Singleplayer', 'Space Sim', 'Trading', 'Sandbox', 'Open World', 'Economy', 'Action']",4.99,"['Single-player', 'Steam Cloud']",Egosoft
2870,2147,Egosoft,"['Action', 'Simulation']",X Rebirth,2013-11-15,"['Space', 'Simulation', 'Sci-fi', 'Action', 'Space Sim', 'Sandbox', 'Singleplayer', 'Open World', 'Economy', 'Trading', 'Strategy', 'Atmospheric', 'Moddable', '4X', 'Adventure', 'Great Soundtrack', 'Exploration']",29.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud']",Egosoft
2900,13,Strategy First,['Strategy'],688(I) Hunter/Killer,1997-07-04,"['Strategy', 'Simulation', 'Naval']",9.99,"['Single-player', 'Multi-player']",Sonalysts
3310,51,"PopCap Games, Inc.",['Casual'],Chuzzle Deluxe,2006-08-30,"['Casual', 'Puzzle', 'Match 3', 'Cute', 'Singleplayer']",4.99,['Single-player'],"PopCap Games, Inc."
3400,7,"PopCap Games, Inc.",['Casual'],Hammer Heads Deluxe,2006-08-30,['Casual'],4.99,['Single-player'],"PopCap Games, Inc."
3410,25,"PopCap Games, Inc.",['Casual'],Heavy Weapon Deluxe,2006-08-30,"['Casual', 'Arcade', 'Action']",4.99,['Single-player'],"PopCap Games, Inc."
3483,96,"PopCap Games, Inc.",['Casual'],Peggle Extreme,2007-09-11,"['Casual', 'Puzzle', 'Free to Play', 'Action']",Third-party,['Single-player'],"PopCap Games, Inc."
3540,82,"PopCap Games, Inc.",['Casual'],Peggle™ Nights,2008-10-15,"['Casual', 'Puzzle', 'Singleplayer', '2D']",4.99,['Single-player'],"PopCap Games, Inc."
3610,5,"PopCap Games, Inc.",['Casual'],Mystery P.I. - Lost in Los Angeles,2009-07-27,"['Casual', 'Hidden Object']",4.99,['Single-player'],SpinTop Games
3980,84,2K Games,['Strategy'],CivCity: Rome,2006-07-24,"['Strategy', 'City Builder', 'Simulation', 'Rome']",9.99,['Single-player'],"FireFly Studios,Firaxis Games"
4100,3,Funkitron,"['Casual', 'Strategy', 'Indie']",Poker Superstars II,2006-03-01,['Card Game'],9.99,['Single-player'],Funkitron
4300,9,Naked Sky Entertainment,"['Action', 'Indie']",RoboBlitz,2006-11-07,"['Action', 'Indie', 'Puzzle', 'Robots', 'Physics']",9.99,"['Single-player', 'Partial Controller Support', 'Includes level editor']",Naked Sky Entertainment
4460,29,Focus Home Interactive,"['Simulation', 'Strategy']",City Life 2008,2008-07-18,"['Simulation', 'Strategy', 'City Builder']",9.99,['Single-player'],Monte Cristo
4570,829,SEGA,['Strategy'],"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",2006-01-01,"['Strategy', 'Warhammer 40K', 'RTS', 'Sci-fi', 'Multiplayer', 'Base Building', 'Games Workshop', 'Tactical', 'Real-Time', 'Singleplayer', 'Action', 'Classic', 'War', 'Great Soundtrack', 'Fantasy']",12.99,"['Single-player', 'Multi-player', 'Steam Trading Cards', 'Steam Cloud']",Relic Entertainment
6010,154,"LucasArts, Lucasfilm, Disney Interactive",['Adventure'],Indiana Jones® and the Fate of Atlantis™,1992-06-01,"['Adventure', 'Point & Click', 'Classic', 'Singleplayer', ""1990's"", 'Pixel Graphics', 'Retro', 'Third Person']",5.99,"['Single-player', 'Local Co-op', 'Steam Cloud']",LucasArts
6030,582,"LucasArts, Aspyr (Mac), Lucasfilm, Disney Interactive",['Action'],STAR WARS™ Jedi Knight II - Jedi Outcast™,2003-09-16,"['Star Wars', 'Action', 'Classic', 'Sci-fi', 'FPS', 'Multiplayer', 'Third Person', 'Shooter', 'Singleplayer', 'Third-Person Shooter', 'Great Soundtrack', 'Story Rich', 'Adventure', 'Cult Classic', 'First-Person', 'Swordplay', 'Space', 'Moddable', 'Atmospheric']",9.99,"['Single-player', 'Online Multi-Player', 'Local Multi-Player', 'Partial Controller Support', 'Steam Cloud']","Raven Software,Aspyr (Mac)"
6060,7416,"Lucasfilm, LucasArts, Disney Interactive",['Action'],"Star Wars: Battlefront 2 (Classic, 2005)",2005-11-01,"['Star Wars', 'Action', 'Multiplayer', 'Third-Person Shooter', 'Shooter', 'Sci-fi', 'Space', 'Classic', 'FPS', 'First-Person', 'Singleplayer', 'Moddable', 'Third Person', 'Military', 'Tactical', 'Strategy', 'Co-op', 'Great Soundtrack', 'Adventure', 'Open World']",9.99,"['Single-player', 'Partial Controller Support', 'Steam Cloud']",Pandemic Studios
6080,79,LucasArts,"['Action', 'Adventure', 'Racing', 'Simulation', 'Strategy']",Thrillville®: Off the Rails™,2007-10-09,"['Simulation', 'Action', 'Strategy', 'Adventure', 'Racing', 'Management', 'Singleplayer']",9.99,"['Single-player', 'Local Multi-Player', 'Co-op', 'Local Co-op', 'Shared/Split Screen', 'Partial Controller Support', 'Steam Cloud']",Frontier
6120,235,Klei Entertainment,"['Action', 'Indie']",Shank,2010-10-25,"['Action', 'Indie', ""Beat 'em up"", 'Local Co-Op', 'Side Scroller', '2D', 'Platformer', 'Gore', 'Singleplayer', 'Short', 'Adventure', 'Co-op', 'Controller', 'Multiplayer']",9.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",Klei Entertainment
6310,293,Funcom,"['Action', 'Adventure', 'RPG']",The Longest Journey,2000-11-17,"['Adventure', 'Point & Click', 'Female Protagonist', 'Story Rich', 'Fantasy', 'Classic', 'Sci-fi', 'Futuristic', 'Singleplayer', 'Cyberpunk', 'Funny', 'Puzzle', 'Atmospheric', 'RPG', 'Action', 'Great Soundtrack', 'Third Person']",9.99,['Single-player'],Funcom
6370,388,Stunlock Studios,"['Action', 'Free to Play', 'Massively Multiplayer']",Bloodline Champions,2011-01-13,"['Free to Play', 'Action', 'MOBA', 'Multiplayer', 'Massively Multiplayer', 'PvP', 'RPG', 'Fast-Paced', 'Competitive']",Free to Play,"['Single-player', 'Multi-player', 'MMO']",Stunlock Studios
6600,8,,"['Casual', 'Indie']",Bullet Candy,2007-02-14,"['Indie', 'Casual', 'Twin Stick Shooter', ""Shoot 'Em Up"", 'Arcade', 'Bullet Hell']",3.99,"['Single-player', 'Steam Achievements']",R C Knight
6800,211,Merge Games,['Action'],Commandos: Behind Enemy Lines,1998-08-28,"['Strategy', 'Action', 'Stealth', 'Tactical', 'World War II', 'RTS', 'Classic', 'Difficult', 'Isometric', 'Military', 'Co-op', 'Real Time Tactics', ""1990's""]",4.99,"['Single-player', 'Multi-player', 'Co-op']",Pyro Studios
7010,34,Square Enix,['Action'],Project: Snowblind,2005-02-22,"['Action', 'FPS', 'Cyberpunk', 'Shooter']",5.99,"['Single-player', 'Multi-player']",Crystal Dynamics
7530,38,Topware Interactive,['Strategy'],Two Worlds II Castle Defense,2011-06-14,"['Strategy', 'Tower Defense', 'Fantasy']",9.99,['Single-player'],Reality Pump Studios
7610,194,2K Games,['Strategy'],Railroad Tycoon 3,2003-10-23,"['Strategy', 'Management', 'Trains', 'Simulation', 'Real-Time with Pause', 'Economy', 'Classic', 'Singleplayer']",9.99,"['Single-player', 'Multi-player']",PopTop
7730,21,2K Games,['Strategy'],X-COM: Interceptor,1998-06-15,"['Strategy', 'Sci-fi', 'Space', 'Flight', 'Space Sim', 'Singleplayer']",4.99,"['Single-player', 'Multi-player']","MicroProse Software, Inc"
7830,429,"1C Company, 1C-SoftClub",['Strategy'],Men of War™,2009-05-06,"['Strategy', 'World War II', 'RTS', 'Tactical', 'Multiplayer', 'Real Time Tactics', 'Military', 'Realistic', 'Moddable', 'War', 'Co-op', 'Action', 'Simulation', 'Historical', 'Singleplayer', 'Mod', 'Level Editor', 'Shooter']",4.99,"['Single-player', 'Multi-player', 'Steam Cloud', 'Includes level editor']",Best Way
7860,140,1C Company,['Action'],NecroVision,2009-05-20,"['Action', 'FPS', 'World War I', 'Horror', 'Zombies', 'Shooter', 'Alternate History', 'First-Person']",4.99,"['Single-player', 'Multi-player', 'Steam Cloud']",The Farm 51
8210,9,Telltale Games,"['Action', 'Adventure']",Sam &amp; Max 102: Situation: Comedy,2006-12-20,"['Adventure', 'Action']",19.99,['Single-player'],Telltale Games
8250,6,Telltale Games,"['Action', 'Adventure']",Sam &amp; Max 106: Bright Side of the Moon,2007-04-26,"['Adventure', 'Action']",19.99,['Single-player'],Telltale Games
8320,13,Telltale Games,['Adventure'],Bone: The Great Cow Race,2006-04-12,"['Adventure', 'Point & Click']",9.99,['Single-player'],Telltale Games
8600,260,SimBin,['Racing'],RACE 07,2007-10-15,"['Racing', 'Simulation', 'Driving', 'Multiplayer', 'Sports', 'Singleplayer']",3.99,"['Single-player', 'Multi-player']",SimBin
8800,408,2K Games,['Strategy'],Civilization IV: Beyond the Sword,2007-07-24,"['Strategy', 'Turn-Based Strategy', '4X', 'Turn-Based', 'Singleplayer', 'Historical', 'Multiplayer', 'Moddable', 'Grand Strategy']",9.99,['Single-player'],Firaxis Games
8850,1819,"2K Games, Feral Interactive (Mac)",['Action'],BioShock® 2,2010-02-09,"['FPS', 'Action', 'Singleplayer', 'Story Rich', 'Atmospheric', 'Horror', 'Shooter', 'First-Person', 'Steampunk', 'Sci-fi', 'Multiplayer', 'Underwater', 'Dystopian', 'Adventure', 'RPG', 'Dark', 'Great Soundtrack', 'Action RPG', 'Philisophical', 'Linear']",19.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support']","2K Marin,2K China,Digital Extremes,2K Australia,Feral Interactive (Mac)"
8870,12,"2K Games, Aspyr (Mac)",['Action'],BioShock Infinite,2013-03-25,"['FPS', 'Action', 'Story Rich', 'Singleplayer', 'Steampunk', 'Atmospheric', 'Shooter', 'First-Person', 'Alternate History', 'Adventure', 'Great Soundtrack', 'Dystopian', 'Sci-fi', 'Time Travel', 'Fantasy', 'Gore', 'Linear', 'RPG', 'Political', 'Controller']",29.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
8930,7334,"2K Games, Aspyr (Mac, Linux)",['Strategy'],Sid Meier's Civilization® V,2010-09-21,"['Turn-Based Strategy', 'Strategy', 'Turn-Based', 'Multiplayer', 'Historical', '4X', 'Singleplayer', 'Hex Grid', 'Grand Strategy', 'Replay Value', 'Co-op', 'Tactical', 'Economy', 'Diplomacy', 'Moddable', 'Simulation', 'Great Soundtrack', 'Classic', 'Touch-Friendly', 'Education']",29.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","Firaxis Games,Aspyr (Mac, Linux)"
9010,576,id Software,['Action'],Return to Castle Wolfenstein,2001-11-20,"['FPS', 'Action', 'Classic', 'World War II', 'Supernatural', 'Alternate History', 'Singleplayer', 'Shooter', 'First-Person', 'Atmospheric', 'Multiplayer', 'Horror', 'Gore', 'Sci-fi', 'Stealth', 'Zombies', 'Adventure', 'Great Soundtrack', 'Retro']",4.99,"['Single-player', 'Multi-player', 'Steam Cloud']",Gray Matter Studios
9310,144,SEGA,['Strategy'],"Warhammer® 40,000: Dawn of War® – Winter Assault",2006-01-01,"['Strategy', 'Warhammer 40K', 'RTS', 'Sci-fi', 'Games Workshop', 'Base Building', 'Singleplayer', 'Multiplayer', 'Real-Time', 'Tactical', 'Futuristic', 'Action']",12.99,"['Single-player', 'Multi-player']",Relic Entertainment
9420,1421,THQ Nordic,['Strategy'],Supreme Commander: Forged Alliance,2011-09-28,"['Strategy', 'RTS', 'Sci-fi', 'Multiplayer', 'Singleplayer', 'Grand Strategy', 'Co-op', 'Moddable', 'Real-Time with Pause', 'Base Building', 'Competitive', 'Robots', 'Action', 'Real-Time', 'Online Co-Op', 'Adventure', 'Great Soundtrack', 'Space']",14.99,"['Single-player', 'Multi-player']",Gas Powered Games
9760,40,Atari,['Action'],Act of War: High Treason,2006-05-30,"['Action', 'Strategy', 'RTS']",2.99,"['Single-player', 'Multi-player']",Eugen Systems
9850,27,THQ Nordic,"['Simulation', 'Strategy']",Codename: Panzers - Cold War,2009-03-10,"['Strategy', 'Simulation', 'RTS', 'Multiplayer', 'Singleplayer', 'War', 'Great Soundtrack', 'Atmospheric', 'Cult Classic', 'Tactical', 'Classic', 'Cold War']",14.99,"['Single-player', 'Multi-player', 'Co-op']","InnoGlow,Stormregion,THQ Nordic"
9960,6,Atari,['Adventure'],Haunted House™,2010-09-28,['Adventure'],5.99,"['Single-player', 'Partial Controller Support']",ImagineEngline
9970,9,Atari,['Action'],Star Raiders,2011-05-11,"['Action', 'Space']",9.99,"['Single-player', 'Partial Controller Support']",Incinerator Studios
10090,1070,Activision,['Action'],Call of Duty: World at War,2008-11-18,"['Zombies', 'World War II', 'FPS', 'Action', 'Multiplayer', 'Shooter', 'Moddable', 'Co-op', 'First-Person', 'Singleplayer', 'War', 'Online Co-Op', 'Gore', 'Historical', 'Survival', 'Classic', 'Tanks', 'Great Soundtrack', 'Adventure', 'Horror']",19.99,"['Single-player', 'Multi-player', 'Co-op']",Treyarch
10220,246,Akella,['Action'],Postal III,2011-12-21,"['Action', 'Dark Humor', 'Gore', 'Open World', 'Third-Person Shooter', 'Funny', 'Violent', 'Third Person', 'Comedy', 'Shooter', 'Singleplayer', 'Sandbox', 'Mature', 'Adventure', 'Nudity', 'FPS', 'Great Soundtrack', 'Indie', 'Story Rich', 'First-Person']",11.99,"['Single-player', 'Steam Achievements']",Trashmasters
10500,2040,"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],Empire: Total War™,2009-03-03,"['Strategy', 'Historical', 'Military', 'Grand Strategy', 'Turn-Based Strategy', 'War', 'Tactical', 'RTS', 'Multiplayer', 'Singleplayer', 'Turn-Based', 'America', 'Naval', 'Great Soundtrack', 'Action', 'Turn-Based Tactics', 'Real Time Tactics', 'Atmospheric', 'Adventure', 'Classic']",19.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Stats']","The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
11050,31,Frogwares,['Adventure'],Dracula Origin,2008-05-20,"['Adventure', 'Point & Click', 'Vampire', 'Puzzle']",9.99,['Single-player'],Frogwares
11150,30,Frogwares,['Adventure'],Sherlock Holmes: The Silver Earring,2004-09-30,"['Adventure', 'Point & Click', 'Detective', 'Mystery']",9.99,['Single-player'],Frogwares
11200,102,Frozenbyte,['Action'],Shadowgrounds Survivor,2007-11-14,"['Action', 'Sci-fi', 'Isometric', 'Shooter', 'Top-Down Shooter', 'Co-op', 'Local Co-Op', 'Top-Down', 'Singleplayer', 'Aliens']",9.99,"['Single-player', 'Shared/Split Screen', 'Steam Trading Cards', 'Includes level editor']",Frozenbyte
11240,134,Meridian4,"['Action', 'Indie', 'Strategy']",Space Trader: Merchant Marine,2008-10-23,"['Action', 'FPS', 'Space', 'Indie', 'Trading', 'Strategy', 'Sci-fi', 'First-Person', 'Shooter', 'Casual']",4.99,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements']",Meridian4
11260,50,Buka Entertainment,"['Simulation', 'Strategy']",Pacific Storm Allies,2007-05-25,"['Simulation', 'Strategy', 'World War II', 'Naval']",7.99,"['Single-player', 'Multi-player', 'Steam Trading Cards']",Lesta Studio
11280,120,Frogames,"['Action', 'Casual', 'Indie']",Penguins Arena: Sedna's World,2008-12-18,"['Action', 'Casual', 'Indie', 'Multiplayer', 'FPS', 'Great Soundtrack', 'Shooter', 'Family Friendly', 'First-Person', 'Memes']",5.99,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Steam Trading Cards']",Frogames
11330,93,Meridian4,"['Casual', 'Indie']",Obulis,2009-03-19,"['Puzzle', 'Casual', 'Indie', 'Physics', 'Singleplayer', 'Strategy', 'Atmospheric', 'Great Soundtrack']",4.99,"['Single-player', 'Steam Achievements']",IonFX
11340,41,Meridian4,"['Action', 'Indie']",Larva Mortus,2009-03-19,"['Action', 'Indie', 'Top-Down', 'Horror', 'Shooter', 'RPG', 'Zombies', 'Arcade', 'Top-Down Shooter', 'Singleplayer', '2D', 'Casual', 'Atmospheric', 'Retro', 'Adventure']",4.99,"['Single-player', 'Steam Achievements']",Meridian4
11370,46,Meridian4,"['Adventure', 'Indie']",Nikopol: Secrets of the Immortals,2008-09-07,"['Adventure', 'Point & Click', 'Indie', 'Sci-fi', 'Cyberpunk', 'Horror', 'First-Person', 'Atmospheric', 'Dystopian', 'Singleplayer', 'Short', 'Story Rich']",4.99,['Single-player'],
11560,19,Codemasters,['Strategy'],Maelstrom: The Battle for Earth Begins,2007-02-20,"['Strategy', 'RTS']",4.99,['Single-player'],KDV Games
11900,12,Q Entertainment Inc.,['Casual'],LUMINES™,2008-04-18,"['Casual', 'Puzzle', 'Music']",9.99,['Single-player'],Q Entertainment Inc.
12130,229,Rockstar Games,['Action'],Manhunt,2004-04-20,"['Gore', 'Stealth', 'Action', 'Horror', 'Violent', 'Singleplayer', 'Psychological Horror', 'Survival Horror', 'Atmospheric', 'Dark', 'Great Soundtrack', 'Third Person', 'Survival', 'Classic', 'Mature']",9.99,['Single-player'],Rockstar North
12310,17,Strategy First,"['RPG', 'Casual', 'Adventure']",Culpa Innata,2007-10-23,"['Adventure', 'Sci-fi', 'RPG', 'Casual', 'Female Protagonist', 'Point & Click', 'Cyberpunk', 'Dystopian']",9.99,['Single-player'],Momentum Digital Media Technologies
12330,79,Strategy First,['Action'],Darkstar One,2006-08-14,"['Action', 'Space', 'Sci-fi', 'Space Sim', 'Simulation', 'RPG', 'Open World', 'Exploration']",9.99,['Single-player'],Ascaron Entertainment ltd.
12340,26,Deck13,['Adventure'],Jack Keane,2008-04-15,"['Adventure', 'Point & Click', 'Comedy']",9.99,"['Single-player', 'Steam Trading Cards']",Deck13
12360,251,Strategy First,['Racing'],FlatOut: Ultimate Carnage,2008-08-19,"['Racing', 'Destruction', 'Multiplayer', 'Arcade', 'Action', 'Singleplayer', 'Physics', 'Great Soundtrack', 'Driving']",19.99,"['Single-player', 'Multi-player']",Bugbear Entertainment
12420,11,Strategy First,['Strategy'],Perimeter 2: New Earth,2009-02-10,"['Strategy', 'RTS']",14.99,"['Single-player', 'Multi-player']",KDV Games
12460,38,Strategy First,['Strategy'],BC Kings,2008-09-15,"['Strategy', 'RTS']",4.99,"['Single-player', 'Multi-player']",Mascot Entertainment
12500,141,"D3Publisher of America, Inc.",['Casual'],PuzzleQuest: Challenge of the Warlords,2007-10-10,"['Puzzle', 'Casual', 'Match 3', 'RPG', 'Fantasy', '2D', 'Strategy', 'Singleplayer', 'Anime', 'Indie', 'Touch-Friendly']",9.99,"['Single-player', 'Multi-player', 'Steam Cloud']",Infinite Interactive
12830,240,Codemasters,['Action'],Operation Flashpoint: Dragon Rising,2009-10-06,"['Action', 'FPS', 'Tactical', 'Military', 'Open World', 'Multiplayer', 'Simulation', 'First-Person', 'Co-op', 'Singleplayer', 'Shooter', 'Realistic', 'Strategy', 'War', 'Walking Simulator', 'Adventure', 'Stealth']",9.99,"['Single-player', 'Partial Controller Support']",Codemasters Studios
13520,298,Ubisoft,['Action'],Far Cry®,2004-03-23,"['FPS', 'Action', 'Classic', 'Shooter', 'Open World', 'Stealth', 'First-Person', 'Singleplayer', 'Difficult', 'Multiplayer', 'Adventure', 'Atmospheric', 'Story Rich', 'Sci-fi', 'Horror', 'Sandbox', 'Great Soundtrack', 'Survival']",9.99,['Single-player'],Crytek Studios
13540,87,Ubisoft,['Action'],Tom Clancy's Rainbow Six® Vegas,2006-12-12,"['Action', 'FPS', 'Tactical', 'Co-op', 'Singleplayer', 'First-Person', 'Shooter', 'Multiplayer', 'Online Co-Op', 'Classic', 'Stealth']",9.99,"['Single-player', 'Multi-player']",Ubisoft Montreal
13570,383,Ubisoft,['Action'],Tom Clancy's Splinter Cell Chaos Theory®,2005-03-29,"['Stealth', 'Action', 'Third Person', 'Co-op', 'Classic', 'Great Soundtrack', 'Atmospheric', 'Singleplayer', 'Multiplayer', 'Tactical', 'Shooter', 'Story Rich', 'Third-Person Shooter', 'Adventure']",9.99,['Single-player'],Ubisoft Montreal
15120,620,Ubisoft,['Action'],Tom Clancy's Rainbow Six® Vegas 2,2008-04-16,"['Action', 'Tactical', 'FPS', 'Co-op', 'Online Co-Op', 'Multiplayer', 'Singleplayer', 'Shooter', 'First-Person', 'Character Customization', 'Team-Based', 'Strategy', 'Stealth', 'Third Person', 'Classic', 'Difficult', 'Adventure', 'Third-Person Shooter', 'Atmospheric']",9.99,"['Single-player', 'Multi-player', 'Co-op']",Ubisoft Montreal
15190,137,Ubisoft,['Action'],Brothers in Arms: Road to Hill 30™,2005-03-15,"['Action', 'FPS', 'World War II', 'Tactical', 'Military', 'Singleplayer', 'Historical', 'Multiplayer', 'Shooter', 'Strategy', 'Story Rich', 'War', 'Atmospheric']",9.99,['Single-player'],Gearbox Software
15740,143,Oddworld Inhabitants,"['Action', 'Adventure', 'Strategy']",Oddworld: Munch's Oddysee,2010-12-20,"['Adventure', 'Action', 'Strategy', 'Platformer', 'Comedy', '3D Platformer', 'Classic', 'Puzzle']",4.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",Oddworld Inhabitants
16110,5,Last Day of Work,"['Casual', 'Simulation']",Virtual Villagers: The Lost Children,2007-02-14,"['Casual', 'Simulation']",9.99,['Single-player'],Last Day of Work
16120,16,Last Day of Work,"['Casual', 'Simulation']",Plant Tycoon,2007-09-27,"['Casual', 'Simulation', 'Management']",9.99,['Single-player'],Last Day of Work
17180,10,"Tilted Mill Entertainment, Inc.",['Strategy'],Mosby's Confederacy,2008-11-19,"['Strategy', 'Historical']",9.99,"['Single-player', 'Steam Achievements']","Tilted Mill Entertainment, Inc."
